From	To
P29350	ENSG00000111679
O75348	ENSG00000136888
Q8N4C8-3	ENSG00000141503
P08236	ENSG00000169919
Q9UHA4	ENSG00000109270
Q9H8E8	ENSG00000149474
Q15646	ENSG00000135114
Q13057	ENSG00000068120
O95359	ENSG00000138162
A0A087WT27	ENSG00000013375
Q14790	ENSG00000064012
P56693	ENSG00000100146
M0QYS6	ENSG00000011422
Q5HYI7-2	ENSG00000177034
A4D161	ENSG00000188732
F5H4X4	ENSG00000089094
P61026	ENSG00000084733
O14786	ENSG00000099250
P17096-2	ENSG00000137309
Q16643	ENSG00000113758
Q5JTC6	ENSG00000184675
Q8N2U9	ENSG00000122490
Q9NZI2-4	ENSG00000182132
O43281	ENSG00000100842
Q8TDD2	ENSG00000170374
Q96S66	ENSG00000121940
Q86U44	ENSG00000165819
F2Z2R0	ENSG00000183230
U3KPU6	ENSG00000118298
P12524	ENSG00000116990
Q5T5H1	ENSG00000143420
Q96BY9	ENSG00000133872
K7EQG1	ENSG00000011478
H0Y4E7	ENSG00000165219
O75909	ENSG00000090061
D6RA45	ENSG00000168214
Q9H8T0-2	ENSG00000166971
Q9NP71	ENSG00000009950
P23610	ENSG00000274791
P49448	ENSG00000182890
J3QRB5	ENSG00000176749
P21333	ENSG00000196924
O75554	ENSG00000120688
O15440	ENSG00000114770
L0R6Q1	ENSG00000176087
P28066-2	ENSG00000143106
Q8TF46	ENSG00000166938
P26641	ENSG00000254772
Q5T1C6	ENSG00000159445
P07492	ENSG00000134443
Q9UPX8-3	ENSG00000162105
Q4G163	ENSG00000156509
Q13200	ENSG00000175166
O60383	ENSG00000164404
Q9H492	ENSG00000101460
A6NHR9	ENSG00000101596
P57737	ENSG00000262246
Q9UII2	ENSG00000130770
O60683	ENSG00000157911
Q9BYB4	ENSG00000185838
Q96BW9	ENSG00000144559
Q7Z4N8	ENSG00000149380
Q9NUI1	ENSG00000242612
Q5VVP1	ENSG00000185775
Q5JXM2	ENSG00000053328
P47989	ENSG00000158125
Q96KN1	ENSG00000168672
Q13432	ENSG00000109103
Q9P2W3	ENSG00000127588
A6NDN3	ENSG00000215186
H0YH04	ENSG00000137094
H0YLD4	ENSG00000185630
Q9UG56	ENSG00000241878
Q9BZG9	ENSG00000180155
Q1X8D7	ENSG00000159708
Q9BXK5	ENSG00000099968
Q8IXI2-3	ENSG00000126858
E9PLI3	ENSG00000149809
Q14432	ENSG00000172572
Q9GZM8	ENSG00000166579
Q86Y91	ENSG00000186185
Q7Z407-3	ENSG00000164796
Q9BYV1	ENSG00000113492
Q96AV8	ENSG00000165891
Q9H8Y1	ENSG00000133980
O94856	ENSG00000163531
Q96MW5	ENSG00000213380
Q96TC7	ENSG00000137824
Q8NGK0	ENSG00000176893
Q9H8Y8	ENSG00000115806
O94929-3	ENSG00000173210
Q8TDD1	ENSG00000123064
P49682	ENSG00000186810
O43826	ENSG00000281500
Q9UF33-3	ENSG00000080224
P35790	ENSG00000110721
Q05329	ENSG00000136750
F6SKB8	ENSG00000157191
Q9UN79	ENSG00000143842
O75157	ENSG00000196428
Q8TD55	ENSG00000241839
P38571	ENSG00000107798
Q9H5I5	ENSG00000154864
Q86XR7	ENSG00000243414
A0A087X2A5	ENSG00000152926
Q5JTH9	ENSG00000052749
Q8WV24	ENSG00000139289
Q7Z4N2	ENSG00000134160
K7ESL7	ENSG00000125746
Q7Z6A9	ENSG00000186265
Q8NB25	ENSG00000111879
P56645	ENSG00000049246
Q8IWV8	ENSG00000024048
Q9H9J4	ENSG00000106346
C9J2A2	ENSG00000171100
P54257	ENSG00000173805
Q9H1Z4	ENSG00000101940
P27701	ENSG00000085117
P10415	ENSG00000171791
E9PJL5	ENSG00000188596
O95218	ENSG00000132485
Q86WQ0-2	ENSG00000184162
P35030	ENSG00000010438
Q9NVV9	ENSG00000131931
A0A088AWK7	ENSG00000256825
Q9HDB5	ENSG00000021645
P63241	ENSG00000132507
F5GXZ9	ENSG00000112096
O94759	ENSG00000142185
Q9NU23	ENSG00000083099
Q96EF6	ENSG00000269190
Q86XZ4	ENSG00000123352
Q5HYN5	ENSG00000268940
A0A087WXT8	ENSG00000127054
Q9NY72	ENSG00000166257
Q9UFW8	ENSG00000163320
Q9ULL0	ENSG00000250423
O75663	ENSG00000143155
P61960	ENSG00000120686
Q9Y5I4	ENSG00000243232
Q2NKQ1	ENSG00000167037
P48058-2	ENSG00000152578
P07333	ENSG00000182578
I3L3J7	ENSG00000175866
Q9P1W3	ENSG00000165548
P42695	ENSG00000151503
Q9ULL5-3	ENSG00000126464
O43716	ENSG00000257218
Q9BSU1	ENSG00000125149
Q495B1	ENSG00000166839
Q8WWT9	ENSG00000158296
H0YFP0	ENSG00000163618
C9JLV5	ENSG00000141030
H0YBU6	ENSG00000079841
P83876	ENSG00000141759
Q13231	ENSG00000133063
P0C2W1	ENSG00000174013
Q5T681	ENSG00000203942
Q9HD34	ENSG00000214113
O60934	ENSG00000104320
A2AEA2	ENSG00000204525
Q96DZ5	ENSG00000105270
P55011	ENSG00000064651
Q9HCY8	ENSG00000189334
A6NMZ7	ENSG00000206384
E5RFC6	ENSG00000065609
P07951	ENSG00000198467
O60238	ENSG00000104765
Q5VWP3-2	ENSG00000146147
O95926	ENSG00000117614
Q9NZR1	ENSG00000128872
E9PM11	ENSG00000197858
Q9H6I2	ENSG00000164736
Q8NDG6	ENSG00000156414
Q5H9K5	ENSG00000166432
H7C535	ENSG00000151276
Q5VZP5	ENSG00000198842
Q9C0C6	ENSG00000198894
P53396-2	ENSG00000131473
Q9Y3D8	ENSG00000085231
Q9P2K3-2	ENSG00000117625
Q9UPM8	ENSG00000081014
O94900	ENSG00000198846
Q9BY27	ENSG00000128185
Q9Y5K6	ENSG00000198087
Q9NZB2	ENSG00000048828
P0DJD0	ENSG00000187627
Q8IV03	ENSG00000153714
Q9NZU5	ENSG00000071282
P25815	ENSG00000163993
Q6P1N9-2	ENSG00000147687
Q14114	ENSG00000157193
Q9BXJ4	ENSG00000082196
P41247	ENSG00000006757
Q9Y5H9	ENSG00000204969
Q16513	ENSG00000065243
Q13033	ENSG00000196792
P80297	ENSG00000187193
P48547-2	ENSG00000129159
Q96KB5	ENSG00000168078
O14511	ENSG00000158458
M0R2D3	ENSG00000104833
Q8WXH0	ENSG00000054654
Q05BQ5	ENSG00000011258
P09848	ENSG00000115850
Q96QS3	ENSG00000004848
Q8TAL6	ENSG00000176971
Q9NUQ3-2	ENSG00000086712
P0DKB5	ENSG00000261594
P15170	ENSG00000103342
Q8WXF1	ENSG00000121390
Q9NP80	ENSG00000135241
O75366	ENSG00000135407
Q9H6U6-3	ENSG00000141376
A8K855	ENSG00000203965
Q9NRK6	ENSG00000135776
Q6AI39	ENSG00000112624
P12111-4	ENSG00000163359
P51589	ENSG00000134716
Q16696	ENSG00000197838
U3KPW0	ENSG00000204256
Q01432	ENSG00000133805
H7C524	ENSG00000154175
O14908	ENSG00000123159
Q6UXP7	ENSG00000152380
Q96MP8	ENSG00000243335
P07360	ENSG00000176919
Q9H8G2	ENSG00000120159
P01717	ENSG00000211659
Q86W28	ENSG00000179709
Q9NX58	ENSG00000145220
A2RRP1	ENSG00000151779
Q8N0V4	ENSG00000153012
P42771	ENSG00000147889
Q9Y233	ENSG00000112541
Q9UHY8-2	ENSG00000171055
Q14137	ENSG00000261236
Q5VZ72	ENSG00000205442
Q9HCL0	ENSG00000189184
Q8N960	ENSG00000168944
Q53EL9	ENSG00000063015
Q8WUK0-3	ENSG00000110536
Q5VT97	ENSG00000097096
Q15120	ENSG00000067992
Q2M3G0	ENSG00000004846
Q9Y5C1	ENSG00000132855
Q8N6T0	ENSG00000173715
P55010	ENSG00000100664
P78330	ENSG00000146733
Q9NZI6	ENSG00000115112
P11047	ENSG00000135862
Q96BW1	ENSG00000094841
P29323-2	ENSG00000133216
O60701	ENSG00000109814
Q8IY37	ENSG00000150990
P35573	ENSG00000162688
P31946	ENSG00000166913
A0A087WZZ2	ENSG00000275832
P19801-2	ENSG00000002726
O43390	ENSG00000125944
P50454	ENSG00000149257
Q53GQ0	ENSG00000149084
A0PK00	ENSG00000188735
P21554	ENSG00000118432
Q96QE3	ENSG00000176208
M0R1R3	ENSG00000104872
B8ZZ50	ENSG00000135930
Q5TFE4	ENSG00000178425
H0YL99	ENSG00000181991
F8VZK3	ENSG00000123360
Q6ZW76	ENSG00000168096
O43295	ENSG00000196220
Q7L2E3-2	ENSG00000132153
Q15327	ENSG00000148677
O96033	ENSG00000164172
P25440-2	ENSG00000204256
P09210	ENSG00000244067
Q12800-2	ENSG00000135457
Q8N442	ENSG00000151806
P17480-2	ENSG00000108312
Q9BZ76	ENSG00000106714
Q96LR5	ENSG00000182247
Q96EH8	ENSG00000163121
Q8IVL6	ENSG00000110811
P05452	ENSG00000163815
P68543	ENSG00000173960
Q15784	ENSG00000171532
Q8NCN4	ENSG00000166439
Q12959	ENSG00000075711
G3V262	ENSG00000129467
Q8NBS3	ENSG00000088836
A8MTB9	ENSG00000213822
Q8N414	ENSG00000177614
Q96I15	ENSG00000132330
O15466	ENSG00000101638
G3V3R6	ENSG00000131981
Q8N6V9	ENSG00000151575
H7BYD2	ENSG00000198814
Q9UBF8-2	ENSG00000143393
Q6PJP8	ENSG00000198924
Q9UI10	ENSG00000115211
Q86WP2	ENSG00000062194
Q8WUZ0	ENSG00000099385
O00268	ENSG00000130699
O75170-3	ENSG00000100239
H7C3Q8	ENSG00000114331
P35251	ENSG00000035928
Q14005	ENSG00000172349
Q92889	ENSG00000175595
A2A2Q9	ENSG00000131043
Q96BK5	ENSG00000254093
K7EM38	ENSG00000184009
Q8WV22	ENSG00000169189
Q00796	ENSG00000140263
Q7Z769	ENSG00000175782
Q9H3Q3	ENSG00000154252
H0Y4F5	ENSG00000127603
Q9UID3	ENSG00000149823
Q7L4E1-3	ENSG00000148343
D6RER5	ENSG00000138758
Q8TAM2	ENSG00000165533
U3KQ96	ENSG00000028277
H0YJ60	ENSG00000258465
Q969G9	ENSG00000140807
P27482	ENSG00000178363
H3BPG4	ENSG00000174177
Q9UI43	ENSG00000122687
Q71UI9	ENSG00000105968
Q9BSY9	ENSG00000121644
Q5T0Z8	ENSG00000188112
P49761	ENSG00000179335
O00567	ENSG00000101361
Q7Z5L2	ENSG00000166024
Q6SZW1	ENSG00000004139
Q8WWB3	ENSG00000170788
Q9BU19	ENSG00000171163
Q684P5	ENSG00000132359
P68400	ENSG00000101266
P39687	ENSG00000140350
H0Y9D7	ENSG00000120708
Q16629	ENSG00000115875
P18505	ENSG00000163288
Q15124	ENSG00000154330
Q96H55	ENSG00000278259
Q9P212-2	ENSG00000138193
Q8IX03	ENSG00000113645
Q9HBY0	ENSG00000074771
J3KPS0	ENSG00000148719
P62847	ENSG00000138326
Q7RTP0	ENSG00000170113
Q99536	ENSG00000108828
Q96C00	ENSG00000213588
Q7Z392	ENSG00000168538
E7EUN2	ENSG00000157985
P33241	ENSG00000130592
P27707	ENSG00000156136
Q6ZWH5	ENSG00000163491
Q9UIF3	ENSG00000092850
Q5T5C7	ENSG00000031698
P30520	ENSG00000035687
P42167-2	ENSG00000120802
D6RC54	ENSG00000153113
Q9P209	ENSG00000112877
P23368	ENSG00000082212
Q99729-3	ENSG00000197451
P08397	ENSG00000256269
Q8TCT9-4	ENSG00000101294
Q6IQ21	ENSG00000198146
M0QZ21	ENSG00000042753
H0YMV5	ENSG00000100938
P19532	ENSG00000068323
Q9BRX8	ENSG00000122378
Q3KQU3	ENSG00000116871
Q9Y4D1	ENSG00000100592
H0YMA0	ENSG00000131876
H0YCA4	ENSG00000157193
I3L2Q8	ENSG00000205629
O60869	ENSG00000107223
A0A088AWN3	ENSG00000088387
Q86XW9	ENSG00000181322
Q9UPQ8	ENSG00000175283
Q15393	ENSG00000189091
Q8TBC5	ENSG00000121413
P26045	ENSG00000070159
Q9BX66-5	ENSG00000095637
Q9UKV3-5	ENSG00000100813
H0YJL1	ENSG00000088808
P0C7P0	ENSG00000277972
B1AHR1	ENSG00000100167
Q8IZP0-3	ENSG00000136754
Q8TD16-2	ENSG00000185963
F8W0I5	ENSG00000169203
Q9H9L3	ENSG00000143319
Q6NUK4	ENSG00000165476
Q8N1G0	ENSG00000143373
Q9BT43	ENSG00000121851
Q8N1H7	ENSG00000179008
H0YAL6	ENSG00000142731
F5GZB4	ENSG00000167210
P45985	ENSG00000065559
Q8NFF5	ENSG00000160688
Q15149-8	ENSG00000178209
Q8IWB9	ENSG00000136478
Q8TAP9	ENSG00000168303
Q9Y543	ENSG00000069812
Q69YN4	ENSG00000164944
O14525	ENSG00000152092
E9PJ16	ENSG00000186166
Q5JSH3	ENSG00000131725
Q8NGR2	ENSG00000171459
P24821-6	ENSG00000041982
P22105	ENSG00000168477
Q14324	ENSG00000086967
Q12926	ENSG00000107105
Q9H1A3	ENSG00000197006
Q6ZMR3	ENSG00000166800
Q99985	ENSG00000075223
Q9Y234	ENSG00000144182
Q8IWU5	ENSG00000196562
H0YIV9	ENSG00000111780
Q9H3Y6	ENSG00000125508
Q9NQS3-3	ENSG00000177707
Q13516	ENSG00000205927
Q15543	ENSG00000197780
O94967-2	ENSG00000085433
Q9BZ67	ENSG00000126391
Q6UX41	ENSG00000113303
Q5TZJ5	ENSG00000204849
Q13554-3	ENSG00000058404
Q9NUU6	ENSG00000145569
E7EN28	ENSG00000150471
P11229	ENSG00000168539
Q5EBL4	ENSG00000188026
Q9Y624	ENSG00000158769
A6NFN9	ENSG00000206199
Q8IZ57	ENSG00000152954
Q13287	ENSG00000123609
A0A096LPI0	ENSG00000075292
K7ES75	ENSG00000108679
Q9UL59	ENSG00000149050
P10316	ENSG00000206503
P08254	ENSG00000149968
Q8NI99	ENSG00000130812
E9PQF2	ENSG00000254986
O95870	ENSG00000204427
Q9NXE4	ENSG00000136699
P84095	ENSG00000177105
Q96MC5-2	ENSG00000166780
O43291	ENSG00000167642
P56385	ENSG00000169020
P19440	ENSG00000100031
Q9Y266	ENSG00000090273
O43818	ENSG00000114767
P62987	ENSG00000221983
P19367	ENSG00000156515
A8MTT3	ENSG00000218739
P98088	ENSG00000215182
Q14494	ENSG00000082641
Q8TD31	ENSG00000204536
H3BQV7	ENSG00000140463
O15498	ENSG00000106636
Q8TDG2	ENSG00000123165
P28676	ENSG00000115271
P37235	ENSG00000115756
Q9UQB8-4	ENSG00000175866
Q86TN4	ENSG00000149743
Q9NZW4	ENSG00000152591
Q8NFQ8	ENSG00000169905
P23975	ENSG00000103546
O94830	ENSG00000085788
Q8IVH8-3	ENSG00000011566
O14640	ENSG00000107404
Q96EK5	ENSG00000198954
Q9NRD9-2	ENSG00000137857
P25774	ENSG00000163131
O60645	ENSG00000180104
Q8NBT0	ENSG00000164087
P17097	ENSG00000147789
Q96CS4	ENSG00000156853
O00238	ENSG00000138696
Q7Z5M8	ENSG00000131969
P00558	ENSG00000102144
Q9C0A0	ENSG00000152910
O60313	ENSG00000198836
C9JM38	ENSG00000149532
P33981	ENSG00000112742
Q96BQ5	ENSG00000164366
Q15637-5	ENSG00000168066
F8W950	ENSG00000106305
R4GNG4	ENSG00000198917
Q9BTE6	ENSG00000108825
H7C0X2	ENSG00000151690
Q5R372-8	ENSG00000152061
Q9Y600	ENSG00000139631
Q3LI77	ENSG00000186971
A0A075B6J3	ENSG00000211658
Q9BZW5	ENSG00000136404
O43309	ENSG00000158691
P27987	ENSG00000143772
P25325-2	ENSG00000128309
Q16649	ENSG00000165030
P62879	ENSG00000172354
C9JKG1	ENSG00000182492
K7EN32	ENSG00000130159
O00327	ENSG00000133794
Q86VD7	ENSG00000181035
O43825	ENSG00000162630
Q9H4I2	ENSG00000174306
Q96GW7	ENSG00000132692
Q96P11	ENSG00000130305
K7ENY4	ENSG00000108774
Q6UXI9	ENSG00000168743
P00846	ENSG00000198899
Q8TDM0	ENSG00000124243
K7EIW9	ENSG00000104886
O60765	ENSG00000169131
Q9BQS8	ENSG00000163820
H7C0P6	ENSG00000071054
Q9H1V8	ENSG00000197106
Q0ZGT2	ENSG00000162614
Q9BSI4	ENSG00000092330
K7ENA0	ENSG00000105220
P49848	ENSG00000106290
Q9UKV0-5	ENSG00000048052
Q9Y5H6	ENSG00000204962
Q8IU89	ENSG00000154227
Q9BXS9	ENSG00000225697
H7C4Y5	ENSG00000182504
Q9UBQ7	ENSG00000137106
Q9UM73	ENSG00000171094
Q96FJ0	ENSG00000138134
O00584-2	ENSG00000026297
P78312	ENSG00000125386
P50443	ENSG00000155850
Q5MNZ9	ENSG00000070540
Q16816	ENSG00000164776
P78413-2	ENSG00000113430
H0YAP0	ENSG00000104427
Q12756-2	ENSG00000130294
O95057	ENSG00000176490
Q9NQ55	ENSG00000130810
E9PKL7	ENSG00000104388
Q9BUK0	ENSG00000170791
Q8NDV7	ENSG00000090905
O75526	ENSG00000170748
P20338	ENSG00000168118
B5MDE0	ENSG00000163933
O75914	ENSG00000077264
A6NMX2	ENSG00000175766
Q7Z5A9	ENSG00000183662
Q13509	ENSG00000258947
O95405	ENSG00000157077
O75367	ENSG00000113648
D3YTF8	ENSG00000184470
Q53RZ3	ENSG00000115963
O60478	ENSG00000077585
P78509	ENSG00000189056
Q14161-10	ENSG00000139436
Q96DT6	ENSG00000125703
Q96FM1	ENSG00000161395
A4D1P6	ENSG00000105875
Q8WVB3	ENSG00000169660
Q8NDH3	ENSG00000215440
P35354	ENSG00000073756
Q8WXD2	ENSG00000104112
P0C091	ENSG00000183090
Q14061	ENSG00000138495
Q10471	ENSG00000143641
Q9NRM2	ENSG00000198839
Q03013	ENSG00000168765
Q8ND30	ENSG00000166387
H7BXI0	ENSG00000144550
P31751	ENSG00000105221
Q8N4C7	ENSG00000178750
H7BYT1	ENSG00000141551
Q8NB37-2	ENSG00000177225
Q9Y2M5	ENSG00000076321
Q5HYF7	ENSG00000103197
B3KY49	ENSG00000269556
Q14439	ENSG00000166073
Q6IAN0	ENSG00000109016
Q6P1J6	ENSG00000163803
Q96LB8-2	ENSG00000163218
P56282	ENSG00000100479
Q8N945	ENSG00000186314
P10071	ENSG00000106571
Q5T5Y3-3	ENSG00000130559
Q9H4E7	ENSG00000023892
Q6UXT9	ENSG00000168792
Q8WUW1	ENSG00000254999
P10636-5	ENSG00000186868
P11802	ENSG00000135446
P10720	ENSG00000109272
P02649	ENSG00000130203
P06396-3	ENSG00000148180
Q0VFZ6	ENSG00000154479
Q16478	ENSG00000105737
P11277-2	ENSG00000070182
E9PIB1	ENSG00000179344
Q147U1	ENSG00000196605
Q9NV96-3	ENSG00000112697
Q02809	ENSG00000083444
A6NES4	ENSG00000185038
Q9UGN4	ENSG00000167851
Q05315	ENSG00000105205
O94810	ENSG00000076344
Q93091	ENSG00000169413
A2AJT9	ENSG00000173681
B4E298	ENSG00000165792
Q9H156	ENSG00000185985
Q9NZ43	ENSG00000053501
Q07866-7	ENSG00000126214
P61457	ENSG00000166228
Q99676	ENSG00000096654
G3V3D4	ENSG00000054654
Q9UPC5	ENSG00000171659
D6RAU9	ENSG00000152503
P54296	ENSG00000036448
Q8IV36	ENSG00000167861
Q6XYQ8	ENSG00000110975
P18850	ENSG00000118217
Q96A49	ENSG00000169895
Q9BZJ7	ENSG00000180929
Q9BVP2	ENSG00000163938
O94911	ENSG00000141338
Q15813-2	ENSG00000284770
Q05707	ENSG00000187955
O43760	ENSG00000108639
Q9UNA4	ENSG00000101751
P61962	ENSG00000136485
P31040	ENSG00000073578
P58215	ENSG00000115318
F8W6P5	ENSG00000244734
A8TX70	ENSG00000172752
Q9BXR5	ENSG00000174123
J3QRC4	ENSG00000161970
Q53GT1	ENSG00000099910
F2Z3K0	ENSG00000138190
Q15059	ENSG00000169925
Q08209-2	ENSG00000138814
O14832	ENSG00000107537
Q9Y3C7	ENSG00000108590
Q02318	ENSG00000135929
Q8NDB2-2	ENSG00000153064
A2RUB6	ENSG00000180376
Q99547	ENSG00000135698
B7ZAQ6	ENSG00000117262
H3BRG5	ENSG00000133121
Q96I51	ENSG00000274523
Q8NDN9	ENSG00000136144
P17020	ENSG00000170631
Q15464	ENSG00000107338
H7C1B7	ENSG00000131375
P98164	ENSG00000081479
Q86VP6	ENSG00000111530
Q9P2U8	ENSG00000091664
Q96T58	ENSG00000065526
O95157	ENSG00000182575
Q6ZWE6	ENSG00000178385
P17947	ENSG00000066336
P78363	ENSG00000198691
K7ES57	ENSG00000092931
Q9H2G2	ENSG00000065613
Q96GN5	ENSG00000164649
A1KZ92	ENSG00000147485
P29622	ENSG00000100665
P48061	ENSG00000107562
Q32M45	ENSG00000151572
K7EJM5	ENSG00000120948
Q9HDC9	ENSG00000101474
P62910	ENSG00000144713
Q9Y3C1	ENSG00000048162
Q16851	ENSG00000169764
A6NFD8	ENSG00000187821
Q9NZD8	ENSG00000090487
Q9NRQ5	ENSG00000166002
Q8IVH2	ENSG00000137166
P46459	ENSG00000073969
P23468-4	ENSG00000153707
O60928	ENSG00000115474
O75874	ENSG00000138413
Q9BTM9	ENSG00000167118
Q13501	ENSG00000161011
P17948	ENSG00000102755
Q8TDD2-2	ENSG00000170374
Q15431	ENSG00000198765
O95625	ENSG00000066422
C9J1E1	ENSG00000106605
E9PDV3	ENSG00000011332
Q02930	ENSG00000146592
Q9Y530	ENSG00000124596
Q8NEF3	ENSG00000164221
Q96CB8	ENSG00000138785
Q8WTX9	ENSG00000159714
Q9UNZ2	ENSG00000088833
C9JKT3	ENSG00000152256
Q6ZUS6	ENSG00000181982
Q16540	ENSG00000214026
Q96NL0-4	ENSG00000105784
F8WAW4	ENSG00000198721
O00763	ENSG00000076555
Q9Y618	ENSG00000196498
P31641	ENSG00000131389
H0Y7W5	ENSG00000080298
Q6UWI2	ENSG00000169116
P09884	ENSG00000101868
P09543	ENSG00000173786
O14495	ENSG00000162407
Q96BW9-2	ENSG00000144559
Q9ULH7	ENSG00000186260
H7C223	ENSG00000168959
I3L356	ENSG00000072134
Q99942	ENSG00000204308
Q9UPW0	ENSG00000198815
Q8IYE1	ENSG00000244607
B5MCX6	ENSG00000170419
P11117	ENSG00000134575
Q8NFY4	ENSG00000137872
O00308	ENSG00000198373
P57075	ENSG00000160185
Q92520	ENSG00000196937
P84101-3	ENSG00000140264
P09668	ENSG00000103811
Q6Y2X3	ENSG00000135392
Q8N554	ENSG00000158805
E9PIW3	ENSG00000175352
Q8NEK5	ENSG00000188785
Q8WXI2	ENSG00000149970
P01189	ENSG00000115138
Q96SJ8	ENSG00000157570
P80188	ENSG00000148346
Q9BUL8	ENSG00000114209
P13598	ENSG00000108622
Q96ED9	ENSG00000095066
P98082	ENSG00000153071
P01116	ENSG00000133703
Q9Y483	ENSG00000143033
H9KV28	ENSG00000131504
Q8TDW0	ENSG00000171488
Q9UHQ1	ENSG00000141562
P01031	ENSG00000106804
Q6ZUM4	ENSG00000159314
Q9H8M7	ENSG00000148481
C9J5Z8	ENSG00000144867
A4D0V7	ENSG00000106034
A4D161-2	ENSG00000188732
A0A087WZF2	ENSG00000135638
Q9UBR2	ENSG00000101160
P16871	ENSG00000168685
P85299	ENSG00000186654
K7EKH3	ENSG00000078142
Q86WJ1	ENSG00000131778
A0A075B7D2	ENSG00000158019
Q5XKP0	ENSG00000174917
Q69YM1	ENSG00000084444
Q14566	ENSG00000076003
O95199	ENSG00000136161
Q6UWU2	ENSG00000163521
Q99811	ENSG00000167157
K7EKS5	ENSG00000007264
Q8TDX5	ENSG00000153086
Q9Y4P8-2	ENSG00000157954
H7C2M1	ENSG00000132330
Q92845-4	ENSG00000075945
Q14134	ENSG00000137699
Q02080	ENSG00000213999
Q14697-2	ENSG00000089597
H0Y7W6	ENSG00000187239
Q04695	ENSG00000128422
D6RIY3	ENSG00000109184
E5RHA8	ENSG00000086589
Q6ICG6	ENSG00000100364
P14679	ENSG00000077498
Q71U36	ENSG00000167552
Q16560	ENSG00000184209
O75419	ENSG00000093009
Q8N6Y2	ENSG00000128606
Q8TC07	ENSG00000121749
O15541	ENSG00000125352
A6NGR9	ENSG00000204839
Q68DC2	ENSG00000165138
P51959-2	ENSG00000113328
Q13033-2	ENSG00000196792
P54725	ENSG00000179262
Q6P444	ENSG00000146410
H0YJ05	ENSG00000140022
F1T0D7	ENSG00000107187
Q8N4C8	ENSG00000141503
P04233-2	ENSG00000019582
Q9BVL4	ENSG00000073169
Q8TAP8	ENSG00000160813
Q8WVC0	ENSG00000166477
J3QKZ8	ENSG00000161513
P17844	ENSG00000108654
Q4ADV7	ENSG00000107036
P27816-7	ENSG00000047849
Q5VXU9-3	ENSG00000165181
J3KPY5	ENSG00000144504
Q96NR8	ENSG00000139988
P52657	ENSG00000140307
Q9UBS8	ENSG00000013561
Q9UHW5-2	ENSG00000111231
P51956	ENSG00000136098
Q14722-2	ENSG00000169282
P35625	ENSG00000100234
H0YIC4	ENSG00000062485
Q8NCX0-2	ENSG00000144395
Q9H2F9	ENSG00000166510
P38606	ENSG00000114573
X6RE72	ENSG00000126217
P11086	ENSG00000141744
B1AN92	ENSG00000075151
Q96F25	ENSG00000172339
Q96QA5	ENSG00000167914
O95999	ENSG00000142867
Q5W0A0	ENSG00000165837
Q53T59	ENSG00000118960
Q96FV9	ENSG00000079134
C9JK00	ENSG00000196872
P41567	ENSG00000173812
O95786	ENSG00000107201
Q9NUZ1	ENSG00000153093
Q9Y6I9	ENSG00000164081
D6RFJ0	ENSG00000070808
Q8WXA3-4	ENSG00000204130
P22607-2	ENSG00000068078
P50749	ENSG00000101265
Q8WY36	ENSG00000114439
Q9BQE9	ENSG00000106635
Q9C099	ENSG00000133739
M0R310	ENSG00000130300
O43182	ENSG00000047648
Q6NSI4	ENSG00000147231
Q5QPR3	ENSG00000008128
Q9UL25	ENSG00000080371
Q9HCH3	ENSG00000124772
Q17RC7	ENSG00000205436
Q9UK96	ENSG00000147912
Q5XG87	ENSG00000112941
C9IZN3	ENSG00000106526
O60359	ENSG00000006116
I3L194	ENSG00000149927
O14791	ENSG00000100342
E7ENL8	ENSG00000102606
Q9H6S0	ENSG00000047188
Q6W2J9	ENSG00000183337
Q5SRN2	ENSG00000204296
B4DJ62	ENSG00000284874
Q8WXS5	ENSG00000142408
H0YCJ4	ENSG00000149256
J3KMZ9	ENSG00000130164
P30038	ENSG00000159423
Q9C0K0	ENSG00000127152
Q9HCJ6	ENSG00000171724
H3BLT5	ENSG00000138688
O43301	ENSG00000165868
Q8IUQ0	ENSG00000177182
Q99675	ENSG00000100532
O75394	ENSG00000243147
Q13371	ENSG00000136940
Q92738	ENSG00000148429
Q9BUB7-3	ENSG00000175606
O43915	ENSG00000165197
P10636-4	ENSG00000186868
Q66PJ3	ENSG00000182196
Q30KP8	ENSG00000205884
Q6UX04	ENSG00000153015
O14678	ENSG00000119688
Q8IXQ4	ENSG00000133114
Q9UL41	ENSG00000183837
Q9Y282	ENSG00000125991
O14733	ENSG00000076984
Q9Y4J8-12	ENSG00000134769
Q01974	ENSG00000169071
Q8TBJ4	ENSG00000148123
P48643	ENSG00000150753
O14841	ENSG00000178814
Q9Y3S2	ENSG00000109445
O43283	ENSG00000073803
H0Y7I1	ENSG00000127603
A6NFI3	ENSG00000205903
P31930	ENSG00000010256
A6NI86	ENSG00000278662
P04216	ENSG00000154096
Q8TCS8	ENSG00000138035
M0QXJ9	ENSG00000104936
P09960	ENSG00000111144
Q86VZ5	ENSG00000198964
A0A075B737	ENSG00000261371
Q29836	ENSG00000234745
Q9H467	ENSG00000107874
Q99460	ENSG00000173692
Q9H3M9	ENSG00000123594
Q13507-2	ENSG00000138741
P41586	ENSG00000078549
P07585	ENSG00000011465
Q5TYW1	ENSG00000274349
Q13177	ENSG00000180370
Q9UL45	ENSG00000104164
Q9UBQ0-2	ENSG00000111237
P01042-2	ENSG00000113889
